title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
  Obscene : Josh Frydenberg election signs defaced with Nazi symbols,https://www.watoday.com.au/politics/federal/obscene-josh-frydenberg-election-signs-defaced-with-nazi-symbols-20220404-p5aarz.html,20220404T094500Z,vandalism,,Australia,Jewish,"Josh Frydenberg's election signs were defaced with Nazi symbols, posing a threat to the community. Frydenberg, who was born in Australia to Jewish parents, condemned the vandalism as 'obscene.'",medium,,,
Greens councillor Anab Mohamud accused of assaulting transgender woman outside Melbourne nightclub,https://www.dailymail.co.uk/news/article-10757059/Greens-councillor-Anab-Mohamud-accused-assaulting-transgender-woman-outside-Melbourne-nightclub.html,20220427T020000Z,assault,,Melbourne nightclub,transgender,Greens councillor Anab Mohamud accused of assaulting a transgender woman outside a Melbourne nightclub.,medium,Greens councillor Anab Mohamud,,
Federal election 2022 : Labor frontbencher Tanya Plibersek recalls sickening note in letterbox,https://www.dailymail.co.uk/news/article-10752979/Federal-election-2022-Labor-frontbencher-Tanya-Plibersek-recalls-sickening-note-letterbox.html,20220426T013000Z,hate_speech,,Sydney,general_lgbtiq,Labor frontbencher Tanya Plibersek received a sickening note in her letterbox during the Federal election campaign in 2022.,low,,-33.8698439,151.2082848
Non - Binary Lesbian Found Raped And Murdered in Kenya,https://www.starobserver.com.au/news/non-binary-lesbian-found-raped-and-murdered-in-kenya/212317,20220425T110000Z,assault,2022-04-25,"Karatina, Kenya",non-binary lesbian,"A non-binary lesbian was found dead in their house in Karatina, Kenya, days after going missing. Trigger Warning: This story has details of the...",high,,,
Are Irish streets safe for LGBTQ+ people ?  He punched me and kicked me down the stairs  ,https://www.irishtimes.com/life-and-style/people/are-irish-streets-safe-for-lgbtq-people-he-punched-me-and-kicked-me-down-the-stairs-1.4853546,20220415T113000Z,assault,,Irish streets,LGBTQ+,The victim was punched and kicked down the stairs in an attack on the streets of Ireland.,high,,,
"Trans Woman Murdered In Vermont , Man Arrested",https://www.starobserver.com.au/news/trans-woman-murdered-in-vermont-man-arrested/211984,20220414T083000Z,murder,2022-04-14,"Morristown, Vermont",transgender,"A man was arrested for the murder of a transgender woman in Morristown, Vermont. Seth Brunell, 43, was arrested for the murder of Fern Feather, 29.",high,"Seth Brunell, 43",,
"Man Sets New York Gay Bar On Fire , Two Injured",https://www.starobserver.com.au/news/man-sets-new-york-gay-bar-on-fire-two-injured/211783,20220407T051500Z,arson,2022-04-03,Rash gay bar in Brooklyn,general_lgbtiq,"A man set a popular gay bar Rash in Brooklyn on fire, injuring two individuals. The NYPD has released video footage of the incident and is offering a reward for information.",high,Unknown,,
Katherine Deves pledges to fight for free speech despite receiving  death threat over transgender comments,https://www.sbs.com.au/news/article/katherine-deves-pledges-to-fight-for-free-speech-despite-receiving-death-threats-over-transgender-comments/783bn4q3i,20220424T101500Z,threat,,not specified,transgender,Katherine Deves received a death threat over transgender comments and pledges to fight for free speech despite it.,medium,,,
Liberal Katherine Deves reveals she has received death threats over her transgender comments,https://www.dailymail.co.uk/news/article-10747993/Liberal-Katherine-Deves-reveals-received-death-threats-transgender-comments.html,20220424T091500Z,threat,,not specified,transgender,Liberal Katherine Deves has revealed that she received death threats over her comments on transgender issues.,medium,not specified,,
Warringah Liberal candidate Katherine Deves told she deserves to die for her views on trans athletes,https://www.dailymail.co.uk/news/article-10733593/Warringah-Liberal-candidate-Katherine-Deves-told-deserves-die-views-trans-athletes.html,20220420T024500Z,threat,,Warringah,general_lgbtiq,"Warringah Liberal candidate Katherine Deves received a death threat for her views on trans athletes, with the perpetrator telling her she deserves to die.",medium,,-24.8098165,145.0295215
Warringah Liberal candidate Katherine Deves hit with death and rape threats for transgender views,https://www.dailymail.co.uk/news/article-10730161/Warringah-Liberal-candidate-Katherine-Deves-hit-death-rape-threats-transgender-views.html,20220419T163000Z,threat,,Warringah,transgender,Warringah Liberal candidate Katherine Deves received death and rape threats for her transgender views.,medium,,-24.8098165,145.0295215
Out Gay Australian MP Tim Wilson House Attacked By Vandals,https://www.starobserver.com.au/news/out-gay-australian-mp-tim-wilsons-house-attacked-by-vandals/212421,20220428T053000Z,vandalism,,Tim Wilson's house,gay,"Out gay Australian MP Tim Wilson's house was targeted by vandals, with this not being the first time such an incident has occurred.",medium,,,
  When Are You Moving Out ? Graffiti Scrawled On Victorian Pride Centre,https://www.starobserver.com.au/news/when-are-you-moving-out-graffiti-scrawled-on-victorian-pride-centre/212291,20220424T230000Z,vandalism,,Victorian Pride Centre,general_lgbtiq,"Offensive graffiti was found scrawled on the walls of the Victorian Pride Centre, the first purpose-built and second largest centre for the LGBTQI community in Australia.",medium,,-37.8606374,144.9762933
Man Convicted of Killing Gay American Sentenced in Australia,https://www.advocate.com/news/2022/5/09/man-scott-white-convicted-killing-gay-american-scott-johnson-sentenced-australia,20220509T174500Z,murder,2022-05-09,Australia,gay,"Scott Philip White was convicted of killing gay American Scott Johnson in Australia. White had earlier declared he was 'guilty, guilty, guilty' of the murder.",high,Scott Philip White,,
First Out Gay K - Pop Singer Assaulted in Homophobic Attack,https://www.starobserver.com.au/artsentertainment/first-out-gay-k-pop-singer-assaulted-in-homophobic-attack/212739,20220509T060000Z,assault,,"Itaewon, Seoul",gay,"Holland, a gay K-Pop singer, was assaulted while walking in Itaewon, the popular LGBTQI nightlife district in Seoul.",medium,,,
Justice Delayed – Australian Man Charged with Hate Crime 34 Years After Killing a Gay American,https://metrosource.com/justice-delayed-australian-man-charged-with-hate-crime-34-years-after-killing-a-gay-american/,20220509T041500Z,assault,1988-XX-XX,"North Head, Manly",gay,An American mathematician named Scott Johnson was assaulted and killed by an Australian man named Scott White at North Head in Manly in 1988. Authorities initially ruled Johnson's death as an accident.,high,Scott White,-33.8130902,151.2981105
Sydney man gets 12 years for murdering gay American in 1988,https://www.mysanantonio.com/news/article/Sydney-man-gets-12-years-for-murdering-gay-17143343.php,20220506T133000Z,murder,1988-XX-XX,Sydney,gay,A Sydney man was sentenced to 12 years in prison for the murder of a gay American in 1988.,high,Sydney man,-33.8698439,151.2082848
Gay Man Bashed In South Africa,https://www.starobserver.com.au/news/gay-man-bashed-in-south-africa/212596,20220504T114500Z,assault,,South Africa,gay,At least 24 LGBTQI individuals have been murdered in South Africa in 2021.,high,,-30.2929832,153.1243499
Mass . man reacts to sentence for brother killer in 1988 Australia murder,https://www.wcvb.com/article/prison-sentence-for-man-who-murdered-gay-american-in-australia/39896993,20220504T043000Z,murder,1988-XX-XX,Australia,gay,A man reacts to the sentencing of his brother's killer in a 1988 murder of a gay American in Australia.,high,not specified,,
Australian Man Sentenced in 1988 Murder of Gay American Student,https://www.australianherald.com/news/272538080/australian-man-sentenced-in-1988-murder-of-gay-american-student,20220503T180000Z,murder,1988-XX-XX,not specified,gay,Australian man sentenced for the 1988 murder of a gay American student.,high,Australian man,,
Australia man admits pushing gay American off a cliff in 1988,https://watermarkonline.com/2022/05/03/australia-man-admits-pushing-gay-american-off-a-cliff-in-1988/,20220503T171500Z,assault,1988-XX-XX,Sydney cliff,gay,A man admitted to police that he killed American mathematician Scott Johnson in 1988 by pushing him off a cliff in Sydney in what prosecutors describe as a gay hate crime.,high,"Scott White, 51",,
Australian jailed over cold case murder of gay American,https://tnp.straitstimes.com/news/world/australian-jailed-over-cold-case-murder-gay-american,20220503T163000Z,murder,,not specified,gay,An Australian man was jailed for the cold case murder of a gay American individual.,high,Australian man,,
Sydney man gets 12 years for murdering gay American in 1988,https://www.kxxv.com/news/sydney-man-gets-12-years-for-murdering-gay-american-in-1988,20220503T153000Z,murder,1988-XX-XX,Sydney,gay,A Sydney man has been sentenced to 12 years in prison for the murder of a gay American in 1988.,high,Sydney man,-33.8698439,151.2082848
19 Murdered Children,https://www.nytimes.com/2022/05/25/briefing/texas-elementary-school-shooting-uvalde.html,20220525T113000Z,murder,,Newtown,unknown,The article discusses the tragic murder of 19 children in Newtown. The specific details of the incident are not provided in the article.,high,,-33.8961132,151.1801893
20 - Year - Old Man Pleads Guilty To Homophobic Attack On New Zealand  Big Gay Pink  Church,https://www.starobserver.com.au/news/20-year-old-man-pleads-guilty-to-homophobic-attack-on-new-zealands-big-gay-pink-church/214372,20220701T093000Z,vandalism,,New Zealand,general_lgbtiq,"A 20-year-old man pleaded guilty to a homophobic attack on New Zealand's 'Big Gay Pink' Church, which was transformed into a performing arts venue and 'house of queer worship' by poet and artist Sam Duckor-Jones.",medium,,-36.8622961,174.7190716
Gay and transphobic hate crime : Will justice be delivered ? ,https://www.greenleft.org.au/content/gay-and-transphobic-hate-crime-will-justice-be-delivered,20220614T033000Z,assault,2022-01-15,"Oxford Street, Darlinghurst",gay,A gay man was physically assaulted by a group of individuals while walking on Oxford Street in Darlinghurst. The attackers used homophobic slurs during the assault.,medium,Group of individuals,-33.881338,151.2186283
"Neo - Nazis , White Supremacists , Antigovernment Extremists Globally Increase Calls Online For Violence Against LGBTQ+ Individuals And Supporters During Pride Month , Disseminate Anti - LGBTQ+ Material , Protest LGBTQ+ Events , Steal And Destroy Pro...",https://www.memri.org/dttm/neo-nazis-white-supremacists-antigovernment-extremists-globally-increase-calls-online-violence,20220624T173000Z,violence,,not specified,LGBTQ+,"Neo-Nazis, White Supremacists, and Antigovernment Extremists globally increasing calls online for violence against LGBTQ+ individuals and supporters during Pride Month.",high,"Neo-Nazis, White Supremacists, Antigovernment Extremists",,
Afghan authorities are using monkeypox to harass & detain gay men,https://www.lgbtqnation.com/2022/06/afghan-authorities-using-monkeypox-harass-detain-gay-men/,20220603T210000Z,harassment,,Afghanistan,gay,Afghan authorities are reportedly using monkeypox to harass and detain gay men in Afghanistan.,medium,Afghan authorities,,
  Kill the gay : Homophobia alive and well in NZ during Pride month,https://www.stuff.co.nz/life-style/gender-and-society/128998829/kill-the-gays-homophobia-alive-and-well-in-nz-during-pride-month,20220617T181500Z,hate_speech,,New Zealand,gay,"Homophobic slurs were shouted at a Pride event in New Zealand during Pride month, indicating ongoing homophobia in the country.",low,,,
Haters Win ! Melbourne Shrine Of Remembrance Cancels Rainbow Lights,https://www.starobserver.com.au/news/haters-win-melbournes-shrine-of-remembrance-cancels-rainbow-lights/215285,20220801T034500Z,harassment,,"Shrine of Remembrance, Melbourne",LGBTIQ+,"Shrine of Remembrance staff faced abuse, hate, and threats over plans to light up the monument's colonnades in rainbow colours, reflecting the discrimination experienced by the LGBTIQ+ community.",medium,,-37.8305311,144.9734474
First Out Gay Mayor Of Oklahoma Town Resigns After Threats,https://www.starobserver.com.au/news/first-out-gay-mayor-of-oklahoma-town-resigns-after-threats/214959,20220720T113000Z,threat,,Oklahoma Town,gay,"Adam Graham, the first out gay mayor of a small town in Oklahoma, US, has resigned after becoming the target of threats and attacks.",medium,,,
Three Gay Men Sentenced To Death By Stoning In Nigeria,https://www.starobserver.com.au/news/three-gay-men-sentenced-to-death-by-stoning-in-nigeria/214420,20220704T131500Z,death sentence,2022-07-04,"Ningi, Nigeria",gay,Three gay men in Nigeria have been sentenced to death by stoning by a Sharia Court in Ningi.,high,,,
Hate crime Sydney : Five thugs bash gay man outside Universal nightclub on Oxford street,https://www.dailymail.co.uk/news/article-11145533/Hate-crime-Sydney-Five-thugs-bash-gay-man-outside-Universal-nightclub-Oxford-street.html,20220825T161500Z,assault,,"Oxford Street, Darlinghurst",gay,A gay man was brutally attacked by five thugs outside Universal nightclub on Oxford Street in Darlinghurst.,high,Five thugs,,
